date,KRW
1981-04-30 00:00:00,326551.03769
1981-05-01 00:00:00,328525.75451
1981-05-04 00:00:00,328525.75451
1981-05-05 00:00:00,327843.57324
1981-05-06 00:00:00,331342.63715
1981-05-07 00:00:00,331051.39165
1981-05-08 00:00:00,330734.42116
1981-05-11 00:00:00,346358.78723
1981-05-12 00:00:00,338937.52407000004
1981-05-13 00:00:00,340137.0251
1981-05-14 00:00:00,337870.12098
1981-05-15 00:00:00,338153.74069
1981-05-18 00:00:00,335088.29971000005
1981-05-19 00:00:00,337992.47173000005
1981-05-20 00:00:00,333932.45300000004
1981-05-21 00:00:00,337051.81021
1981-05-22 00:00:00,331365.36710000003
1981-05-25 00:00:00,331365.36710000003
1981-05-26 00:00:00,329374.73906000005
1981-05-27 00:00:00,330009.64656
1981-05-28 00:00:00,331434.58550000004
1981-05-29 00:00:00,327334.80748
1981-06-01 00:00:00,330962.94581
1981-06-02 00:00:00,328863.19708
1981-06-03 00:00:00,332555.47879
1981-06-04 00:00:00,338151.27721000003
1981-06-05 00:00:00,337686.47357000003
1981-06-08 00:00:00,335453.10308000003
1981-06-09 00:00:00,337727.79140000005
1981-06-10 00:00:00,332560.86679
1981-06-11 00:00:00,336953.38306
1981-06-12 00:00:00,337428.38469000004
1981-06-15 00:00:00,333857.5409
1981-06-16 00:00:00,330960.87614
1981-06-17 00:00:00,328232.15761000005
1981-06-18 00:00:00,329570.95766
1981-06-19 00:00:00,328695.22205000004
1981-06-22 00:00:00,328203.40459000005
1981-06-23 00:00:00,329260.27288
1981-06-24 00:00:00,330418.14794000005
1981-06-25 00:00:00,329068.59868000005
1981-06-26 00:00:00,321825.26703000005
1981-06-29 00:00:00,314507.49618
1981-06-30 00:00:00,288769.58891000005
1981-07-01 00:00:00,292733.90675
1981-07-02 00:00:00,287823.65106
1981-07-03 00:00:00,288964.02752
1981-07-06 00:00:00,280801.41527
1981-07-07 00:00:00,280358.68081000005
1981-07-08 00:00:00,281475.93567000004
1981-07-09 00:00:00,286002.24643
1981-07-10 00:00:00,290011.75798
1981-07-13 00:00:00,293540.826
1981-07-14 00:00:00,286317.47083
1981-07-15 00:00:00,285434.95924
1981-07-16 00:00:00,292955.93492
1981-07-17 00:00:00,290751.32824
1981-07-20 00:00:00,293538.06013
1981-07-21 00:00:00,292394.92038
1981-07-22 00:00:00,290890.49127
1981-07-23 00:00:00,292601.03419000003
1981-07-24 00:00:00,289138.10755
1981-07-27 00:00:00,291245.92935000005
1981-07-28 00:00:00,285945.17139000003
1981-07-29 00:00:00,286945.82563000004
1981-07-30 00:00:00,286376.17136000004
1981-07-31 00:00:00,278331.75205
1981-08-03 00:00:00,275747.44346000004
1981-08-04 00:00:00,276182.46278
1981-08-05 00:00:00,274977.64253
1981-08-06 00:00:00,277889.73003000004
1981-08-07 00:00:00,281722.30456
1981-08-10 00:00:00,280919.99764
1981-08-11 00:00:00,282320.86990000005
1981-08-12 00:00:00,284225.57718
1981-08-13 00:00:00,285571.91991
1981-08-14 00:00:00,288375.07986
1981-08-17 00:00:00,284217.93392000004
1981-08-18 00:00:00,292198.39826000005
1981-08-19 00:00:00,299315.09525
1981-08-20 00:00:00,292769.09040000004
1981-08-21 00:00:00,288923.62103000004
1981-08-24 00:00:00,291408.95525
1981-08-25 00:00:00,284755.53801
1981-08-26 00:00:00,283228.00814000005
1981-08-27 00:00:00,284857.29984000005
1981-08-28 00:00:00,291090.05465
1981-08-31 00:00:00,291090.05465
1981-09-01 00:00:00,291481.33878000005
